user,movie,rating
"Maddox Smith","Four Weddings and a Funeral",4
"Maddox Smith","The Talented Mr. Ripley",4
"Maddox Smith","The Importance of Being Earnest",3
"Maddox Smith","Talk to Her",3
"Maddox Smith","Star Trek: Deep Space Nine: Season 5",2
"Maddox Smith","Sunshine",5
"Maddox Smith","On Golden Pond",2
"Maddox Smith","Black Adder Back & Forth",2
"Maddox Smith","Dirty War",4
"Ivan Smith","Anastasia",4
"Richard Smith","Frida",3
"Maddox Smith","Alien: Collector's Edition",2
"Maddox Smith","Prime Suspect 1",4
"Maddox Smith","The Rocky Horror Picture Show",3
"Maddox Smith","Y Tu Mama Tambien",4
"Maddox Smith","Shackleton",4
"Maddox Smith","The Pianist",5
"Maddox Smith","Braveheart",2
"Maddox Smith","Pride and Prejudice",5
"Ivan Smith","Grand Illusion",2
"Roman Smith","Holes",3
"Maddox Smith","Bridget Jones's Diary",3
"Roman Smith","What the #$*! Do We Know!?",3
"Maddox Smith","Something's Gotta Give",5
"Maddox Smith","Ghost",3
"Roman Smith","Mannequin",3
"Roman Smith","The Many Adventures of Winnie the Pooh",4
"Maddox Smith","The English Patient",5
"Maddox Smith","Dirty Rotten Scoundrels",1
"Roman Smith","Silkwood",3
"Maddox Smith","About a Boy",4
"Roman Smith","Where the Heart Is",3
"Richard Smith","Rush Hour 2",4
"Maddox Smith","House of Cards Trilogy II: To Play the King",5
"Maddox Smith","Elizabeth",4
"Maddox Smith","About Schmidt",4
"Roman Smith","Ladder 49",4
"Roman Smith","Down and Out in Beverly Hills",3
"Maddox Smith","House of Cards Trilogy I: House of Cards",4
"Maddox Smith","An Officer and a Gentleman",2
"Maddox Smith","The Sixth Sense",4
"Maddox Smith","Bowling for Columbine",3
"Maddox Smith","Road to Perdition",2
"Maddox Smith","The West Wing: Season 3",5
"Maddox Smith","Rabbit-Proof Fence",5
"Roman Smith","24: Season 1",5
"Maddox Smith","Rain Man",3
"Maddox Smith","The Wedding Banquet",3
"Roman Smith","Eraser",3
"Roman Smith","CSI: Season 3",5
"Maddox Smith","Apocalypse Now Redux",3
"Maddox Smith","Chariots of Fire",4
"Richard Smith","Glory",4
"Maddox Smith","Frida",5
"Maddox Smith","His Secret Life",3
"Ivan Smith","Sweet November",5
"Maddox Smith","Nowhere in Africa",4
"Maddox Smith","Sleeping With the Enemy",2
"Maddox Smith","Seabiscuit",3
"Maddox Smith","Out of Africa",4
"Maddox Smith","Monsoon Wedding",4
"Ivan Smith","The Contender",4
"Maddox Smith","Vatel",4
"Roman Smith","Hoosiers",4
"Maddox Smith","I",2
"Maddox Smith","Dr. Strangelove",4
"Maddox Smith","The West Wing: Season 1",4
"Maddox Smith","The Triplets of Belleville",2
"Maddox Smith","Best in Show",3
"Maddox Smith","The Experiment",4
"Maddox Smith","Richard III",5
"Maddox Smith","Trading Places",3
"Maddox Smith","One Hour Photo",4
"Ivan Smith","Babe",4
"Maddox Smith","Memento",4
"Maddox Smith","Fight Club",4
"Maddox Smith","Dead Again",3
"Maddox Smith","Restoration",4
"Maddox Smith","The Bourne Identity",1
"Maddox Smith","House of Cards Trilogy III: The Final Cut",4
"Maddox Smith","Apocalypse Now",3
"Maddox Smith","An Ideal Husband",4
"Maddox Smith","The Terminator",3
"Richard Smith","Sneakers",3
"Maddox Smith","Awakenings",3
"Ivan Smith","Once Upon a Time in America",5
"Maddox Smith","The Hunt for Red October",4
"Maddox Smith","Pretty Woman",3
"Roman Smith","Catch Me If You Can",4
"Maddox Smith","Lawrence of Arabia",3
"Maddox Smith","City of God",4
"Maddox Smith","Unfaithful",3
"Maddox Smith","The Madness of King George",4
"Ivan Smith","Mary Reilly",1
"Roman Smith","Analyze This",4
"Maddox Smith","Nixon",3
"Richard Smith","I Shot Andy Warhol",4
"Maddox Smith","Divine Secrets of the Ya-Ya Sisterhood",1
"Maddox Smith","Gallipoli",4
"Roman Smith","Star Wars: Episode II: Attack of the Clones",3
"Maddox Smith","The Cooler",4
"Ivan Smith","Blade Runner",3
"Maddox Smith","The Usual Suspects",4
"Maddox Smith","Orlando",4
"Maddox Smith","Star Trek III: The Search for Spock",2
"Maddox Smith","The Lion in Winter",4
"Maddox Smith","Monster's Ball",3
"Maddox Smith","Othello",4
"Maddox Smith","Mrs. Doubtfire",3
"Maddox Smith","Stalingrad",4
"Maddox Smith","Empire of the Sun",3
"Maddox Smith","Henry V",5
"Maddox Smith","Willow",1
"Roman Smith","The Royal Tenenbaums",2
"Maddox Smith","Jaws",2
"Maddox Smith","Das Boot",4
"Ivan Smith","Best of The Muppet Show: Diana Ross / Brooke Shields / Rudolph Nuryev",3
"Maddox Smith","As Time Goes By: Series 6",3
"Maddox Smith","Enemy at the Gates",3
"Maddox Smith","Minority Report",3
"Maddox Smith","Russian Ark",5
"Roman Smith","Election",4
"Maddox Smith","The Fog of War",4
"Richard Smith","Chuck & Buck",4
"Maddox Smith","Star Wars: Episode II: Attack of the Clones",1
"Roman Smith","In & Out",3
"Maddox Smith","Strictly Ballroom",3
"Maddox Smith","Agatha Christie's Evil Under the Sun",3
"Maddox Smith","The Royal Tenenbaums",3
"Roman Smith","RoboCop",4
"Maddox Smith","A Time to Kill",2
"Maddox Smith","My Beautiful Laundrette",4
"Roman Smith","Good Will Hunting",4
"Roman Smith","Terminator 2: Extreme Edition",3
"Maddox Smith","Before Night Falls",3
"Maddox Smith","Pearl Harbor",1
"Maddox Smith","The Elephant Man",4
"Maddox Smith","The Winslow Boy",4
"Maddox Smith","Wit",5
"Roman Smith","The Rookie",3
"Maddox Smith","I",4
"Roman Smith","Dangerous Minds",4
"Maddox Smith","Angels in America",3
"Maddox Smith","The Exorcist: Restored Version",1
"Roman Smith","The Nutty Professor II: The Klumps",2
"Maddox Smith","The Fifth Element",1
"Maddox Smith","Doctor Who: Remembrance of the Daleks",2
"Maddox Smith","Buffy the Vampire Slayer: Season 1",1
"Roman Smith","Private Benjamin",4
"Roman Smith","Brewster's Millions",1
"Roman Smith","Capturing the Friedmans",3
"Roman Smith","Boogie Nights",4
"Roman Smith","Caddyshack",4
"Ivan Smith","Soap: Season 2",5
"Ivan Smith","City of Angels",3
"Malachi Smith","Scary Movie 3",2
"Malachi Smith","Sex and the City: Season 3",4
"Ivan Smith","The Shield: Season 1",5
"Malachi Smith","Schindler's List",5
"Malachi Smith","Thirteen",4
"Roman Smith","L.A. Story",3
"Malachi Smith","Dickie Roberts: Former Child Star",4
"Malachi Smith","How to Lose a Guy in 10 Days",2
"Malachi Smith","Duplex (Full-screen)",3
"Malachi Smith","Matchstick Men",4
"Malachi Smith","The Green Mile",5
"Malachi Smith","Panic Room",4
"Malachi Smith","Chocolat",3
"Malachi Smith","Out of Time",5
"Malachi Smith","Confessions of a Dangerous Mind",4
"Malachi Smith","Gothika",5
"Ivan Smith","Gosford Park",1
"Richard Smith","South Park: Passion of the Jew",4
"Malachi Smith","Identity",4
"Roman Smith","Cheech & Chong's Nice Dreams",4
"Richard Smith","A Very Brady Sequel",3
"Ivan Smith","Flirting",1
"Roman Smith","Tom & Viv",3
"Ivan Smith","Dead Poets Society",5
"Malachi Smith","Something's Gotta Give",4
"Ivan Smith","The Luzhin Defence",3
"Malachi Smith","The Last Samurai",5
"Roman Smith","God Said Ha!",3
"Malachi Smith","Kids",4
"Malachi Smith","54",3
"Roman Smith","Perfect",3
"Malachi Smith","American Beauty",4
"Roman Smith","There's Something About Mary: Special Edition",4
"Ivan Smith","Three Amigos",3
"Malachi Smith","Stuck on You",2
"Roman Smith","Stepmom",3
"Malachi Smith","My Big Fat Greek Wedding",4
"Roman Smith","A Streetcar Named Desire",3
"Ivan Smith","Norma Rae",5
"Roman Smith","The Black Hole",3
"Ivan Smith","Father of the Bride",5
"Ivan Smith","Assassins",3
"Malachi Smith","Get Shorty",5
"Roman Smith","As Good as It Gets",5
"Ivan Smith","Tequila Sunrise",2
"Ivan Smith","The Dirty Dozen",4
"Richard Smith","Freaks & Geeks: The Complete Series",5
"Roman Smith","Shallow Hal",3
"Roman Smith","Stripes",4
"Ivan Smith","Camelot",2
"Roman Smith","The Mummy",4
"Malachi Smith","Ice Age",4
"Roman Smith","Innocence",2
"Roman Smith","The Fifth Element",5
"Malachi Smith","Boogie Nights",4
"Ivan Smith","Dinosaur Planet",5
"Ivan Smith","Miss Marple: Collection 2",5
"Bradley Smith","De-Lovely",4
"Bradley Smith","Vanity Fair",4
"Ivan Smith","My House in Umbria",3
"Bradley Smith","Uptown Girls",3
"Bradley Smith","Spartan",4
"Bradley Smith","The Battle of Algiers",3
"Bradley Smith","21 Grams",4
"Bradley Smith","Hotel Rwanda",5
"Bradley Smith","The Name of the Rose",4
"Bradley Smith","Luther",5
"Bradley Smith","Sylvia",3
"Bradley Smith","Man on Fire",2
"Bradley Smith","Hidalgo",4
"Bradley Smith","The Aviator",5
"Bradley Smith","The Stepford Wives",3
"Bradley Smith","Miracle",3
"Bradley Smith","Matchstick Men",4
"Bradley Smith","Chocolat",3
"Bradley Smith","Shall We Dance?",2
"Bradley Smith","Winged Migration",5
"Bradley Smith","The Chorus",5
"Bradley Smith","Bridget Jones: The Edge of Reason",2
"Bradley Smith","Emma",5
"Bradley Smith","National Treasure",2
"Bradley Smith","In America",5
"Bradley Smith","Veronica Guerin",4
"Bradley Smith","Hitch",5
"Bradley Smith","The Terminal",4
"Bradley Smith","Spellbound",4
"Bradley Smith","The Magdalene Sisters",4
"Bradley Smith","Aladdin: Platinum Edition",5
"Bradley Smith","Control Room",4
"Bradley Smith","The Bourne Supremacy",4
"Bradley Smith","Elf",3
"Bradley Smith","Finding Neverland",4
"Bradley Smith","The Commitments",5
"Bradley Smith","Something's Gotta Give",4
"Bradley Smith","High Fidelity",4
"Bradley Smith","Honey",3
"Ivan Smith","Heartbreakers",3
"Bradley Smith","The Motorcycle Diaries",5
"Bradley Smith","Le Divorce",4
"Richard Smith","Deliver Us From Eva",4
"Ivan Smith","The Avengers '63",5
"Bradley Smith","Love Actually",5
"Bradley Smith","Frida",4
"Ivan Smith","City Slickers",5
"Bradley Smith","Runaway Jury",4
"Bradley Smith","Roman Holiday",4
"Bradley Smith","Seabiscuit",4
"Ivan Smith","Short Cuts",4
"Bradley Smith","Bonhoeffer",4
"Ivan Smith","Notting Hill",3
"Bradley Smith","George Washington",2
"Bradley Smith","Open Water",3
"Bradley Smith","The Story of the Weeping Camel",5
"Bradley Smith","Collateral",4
"Ivan Smith","Grease",5
"Bradley Smith","Saved!",4
"Bradley Smith","City of God",5
"Bradley Smith","Dear Frankie",5
"Bradley Smith","Calendar Girls",4
"Richard Smith","Sleeping With the Enemy",3
"Ivan Smith","Sex and the City: Season 2",5
"Bradley Smith","Alfie",4
"Bradley Smith","Fat Girl",2
"Bradley Smith","Hillary & Tenzing: Climbing to the Roof of World",3
"Bradley Smith","Touching the Void",4
"Bradley Smith","The Station Agent",3
"Ivan Smith","Jumanji",5
"Ivan Smith","Leaving Las Vegas",1
"Bradley Smith","Girl with a Pearl Earring",4
"Richard Smith","Seabiscuit",4
"Bradley Smith","Ray",4
"Bradley Smith","Pieces of April",4
"Bradley Smith","Bride and Prejudice",5
"Bradley Smith","Capturing the Friedmans",2
"Ivan Smith","National Lampoon's Van Wilder",1
"Bradley Smith","The Deep End of the Ocean",3
"Bradley Smith","The Butterfly Effect: Director's Cut",4
"Bradley Smith","The Door in the Floor",3
"Ivan Smith","Kangaroo Jack",4
"Alan Smith","Waking Ned Devine",3
"Alan Smith","Father of the Bride 2",5
"Alan Smith","Kung Fu Hustle",5
"Alan Smith","The Girl Next Door",3
"Alan Smith","Crocodile Dundee",4
"Alan Smith","My Best Friend's Wedding",4
"Alan Smith","No Direction Home: Bob Dylan",5
"Alan Smith","Hot Shots!",3
"Alan Smith","Above the Law",1
"Alan Smith","Being There",3
"Alan Smith","The Wedding Date",4
"Alan Smith","Ace Ventura: Pet Detective",4
"Alan Smith","The Incredibles",4
"Alan Smith","Before Sunset",2
"Weston Smith","Raiders of the Lost Ark",3
"Weston Smith","Seven Year Itch",3
"Weston Smith","Cold Mountain",3
"Weston Smith","The School of Rock",3
"Weston Smith","Tokyo Story",2
"Weston Smith","Back to the Future",3
"Weston Smith","Radio",3
"Weston Smith","Monsters",4
"Weston Smith","Passenger 57",2
"Weston Smith","Maid in Manhattan",4
"Weston Smith","Forrest Gump",5
"Weston Smith","Harry Potter and the Chamber of Secrets",4
"Weston Smith","The Wedding Planner",4
"Weston Smith","Lord of the Rings: The Two Towers",4
"Alan Smith","Sex and the City: Season 3",4
"Weston Smith","Contact",4
"Weston Smith","A Beautiful Mind",4
"Weston Smith","Million Dollar Baby",3
"Weston Smith","Spider-Man 2",4
"Richard Smith","What Lies Beneath",3
"Weston Smith","The Story of O",2
"Weston Smith","Mystic River",3
"Weston Smith","Hero",5
"Weston Smith","Ikiru",3
"Weston Smith","Men in Black",5
"Weston Smith","The Aviator",3
"Weston Smith","Bicentennial Man",4
"Weston Smith","Troy",2
"Weston Smith","Life Is Beautiful",5
"Weston Smith","Office Space",4
"Weston Smith","Gladiator",4
"Weston Smith","Cast Away",4
"Weston Smith","Money Train",3
"Weston Smith","Sky Captain and the World of Tomorrow",3
"Weston Smith","Misery",3
"Weston Smith","Lord of the Rings: The Return of the King",4
"Alan Smith","Harry Potter and the Chamber of Secrets",5
"Ivan Smith","Coal Miner's Daughter: Collector's Edition",5
"Weston Smith","How to Lose a Guy in 10 Days",3
"Weston Smith","You've Got Mail",4
"Weston Smith","Austin Powers: The Spy Who Shagged Me",3
"Alan Smith","The Blue Lagoon",2
"Weston Smith","Team America: World Police",3
"Alan Smith","A League of Their Own",4
"Weston Smith","Independence Day",4
"Weston Smith","The Day After Tomorrow",4
"Weston Smith","Big Daddy",4
"Alan Smith","The Witches of Eastwick",4
"Weston Smith","Mona Lisa Smile",2
"Weston Smith","Lemony Snicket's A Series of Unfortunate Events",2
"Weston Smith","The Mask of Zorro",4
"Weston Smith","13 Going on 30",3
"Weston Smith","Crouching Tiger",4
"Weston Smith","The Fugitive",4
"Ivan Smith","Miracle",5
"Weston Smith","K-Pax",5
"Weston Smith","A Few Good Men",5
"Weston Smith","Anger Management",4
"Weston Smith","Indiana Jones and the Last Crusade",4
"Weston Smith","The Human Stain",3
"Weston Smith","Gothika",3
"Weston Smith","National Treasure",4
"Weston Smith","Maria Full of Grace",3
"Weston Smith","Japanese Story",2
"Weston Smith","The Sea Inside",3
"Weston Smith","Run Lola Run",5
"Weston Smith","Harry Potter and the Sorcerer's Stone",4
"Weston Smith","Lethal Weapon",5
"Alan Smith","Reno 911: Season 1",5
"Alan Smith","Three Men and a Baby",5
"Weston Smith","Eternal Sunshine of the Spotless Mind",4
"Weston Smith","Pirates of the Caribbean: The Curse of the Black Pearl",3
"Weston Smith","50 First Dates",5
"Alan Smith","White Men Can't Jump",3
"Alan Smith","National Lampoon's Vacation",4
"Alan Smith","Mallrats",3
"Weston Smith","Liar Liar",3
"Alan Smith","The Good Girl",3
"Weston Smith","Get Backers",5
"Alan Smith","Harry Potter and the Prisoner of Azkaban",5
"Alan Smith","Coming to America",4
"Weston Smith","Singin' in the Rain",5
"Alan Smith","Working Girl",4
"Alan Smith","Practical Magic",4
"Ivan Smith","Independence Day",5
"Weston Smith","Lord of the Rings: The Fellowship of the Ring",4
"Alan Smith","Bring It On",3
"Alan Smith","The Best of Friends: Vol. 4",4
"Weston Smith","Y Tu Mama Tambien",2
"Alan Smith","Mystic River",4
"Alan Smith","National Lampoon's Animal House",4
"Weston Smith","The Pianist",4
"Alan Smith","Kinsey",3
"Weston Smith","Elf",2
"Weston Smith","Finding Neverland",3
"Ivan Smith","Mr. Smith Goes to Washington",5
"Weston Smith","The Ladykillers",2
"Alan Smith","The Aviator",3
"Alan Smith","Benny and Joon",3
"Weston Smith","Something's Gotta Give",4
"Alan Smith","The Animal",3
"Alan Smith","Sex and the City: Season 1",5
"Alan Smith","Mr. Mom",4
"Ivan Smith","The Dish",2
"Alan Smith","Crash",4
"Weston Smith","Sideways",3
"Alan Smith","National Lampoon's European Vacation",3
"Alan Smith","Blazing Saddles",4
"Weston Smith","Whale Rider",3
"Alan Smith","Ghostbusters 2",3
"Ivan Smith","Nothing in Common",4
"Alan Smith","The Player",3
"Alan Smith","The Pink Panther",4
"Weston Smith","History of the World: Part 1",2
"Alan Smith","Never Been Kissed",4
"Weston Smith","Lethal Weapon 3",4
"Alan Smith","Office Space",4
"Weston Smith","The Last Samurai",5
"Alan Smith","Toy Story",4
"Alan Smith","The First Wives Club",4
"Alan Smith","Jerry Maguire",3
"Weston Smith","Batman Begins",4
"Weston Smith","Shrek 2",4
"Weston Smith","In the Realm of the Senses",5
"Alan Smith","Housesitter",3
"Richard Smith","Fearless",4
"Alan Smith","The Notebook",3
"Alan Smith","The Best of Friends: Vol. 3",4
"Alan Smith","The Sopranos: Season 2",4
"Weston Smith","The Sixth Sense",4
"Ivan Smith","MacGyver: Season 2",5
"Alan Smith","Monty Python and the Holy Grail",4
"Alan Smith","The Naked Gun",3
"Richard Smith","Elizabeth",3
"Alan Smith","How to Lose a Guy in 10 Days",4
"Weston Smith","Kill Bill: Vol. 2",3
"Alan Smith","You've Got Mail",4
"Weston Smith","Mr. Baseball",4
"Alan Smith","South Park: Bigger",3
"Weston Smith","The Forgotten",3
"Alan Smith","Analyze That",4
"Alan Smith","Shrek (Full-screen)",5
"Weston Smith","Rain Man",5
"Alan Smith","The Waterboy",5
"Alan Smith","Bend It Like Beckham",4
"Alan Smith","Pillow Talk",5
"Alan Smith","Austin Powers: The Spy Who Shagged Me",4
"Weston Smith","Dancer in the Dark",4
"Alan Smith","Glengarry Glen Ross",4
"Alan Smith","Team America: World Police",2
"Alan Smith","Gosford Park",2
"Weston Smith","South Park: Passion of the Jew",1
"Alan Smith","Without a Paddle",3
"Weston Smith","Johnny English",2
"Alan Smith","City Slickers",3
"Alan Smith","Notting Hill",4
"Alan Smith","Sex and the City: Season 2",4
"Weston Smith","Fever Pitch",3
"Weston Smith","Seabiscuit",5
"Alan Smith","National Lampoon's Van Wilder",3
"Ivan Smith","Walking Tall",1
"Weston Smith","The Longest Yard",3
"Alan Smith","The Best of Friends: Season 3",4
"Weston Smith","Miss Congeniality",3
"Weston Smith","Shark Tale",3
"Weston Smith","Dodgeball: A True Underdog Story",3
"Alan Smith","Eurotrip",3
"Alan Smith","Sleepless in Seattle",5
"Alan Smith","The Big Lebowski",4
"Alan Smith","Madea's Class Reunion",3
"Weston Smith","I",4
"Alan Smith","She's All That",3
"Alan Smith","Black Sheep",4
"Alan Smith","Sweet Home Alabama",5
"Alan Smith","Lemony Snicket's A Series of Unfortunate Events",3
"Alan Smith","Bye Bye Love",3
"Weston Smith","Bad Santa",2
"Alan Smith","Big",4
"Alan Smith","Legally Blonde 2: Red",5
"Alan Smith","Nine Months",3
"Weston Smith","The Majestic",4
"Alan Smith","Blue Collar Comedy Tour: The Movie",3
"Alan Smith","The Graduate",4
"Weston Smith","Amelie",4
"Ivan Smith","Our Man Flint",5
"Alan Smith","The Best of Friends: Vol. 2",4
"Alan Smith","Miss Congeniality 2: Armed and Fabulous",2
"Alan Smith","Father of the Bride",5
"Weston Smith","Pretty Woman",2
"Ivan Smith","The Prince of Egypt",5
"Alan Smith","The Office Special",3
"Alan Smith","Laws of Attraction",3
"Alan Smith","The Fugitive",3
"Alan Smith","The Birdcage",5
"Ivan Smith","The X-Files: Season 8",5
"Alan Smith","Chocolat",4
"Weston Smith","Murder By Numbers",4
"Alan Smith","Shall We Dance?",4
"Alan Smith","The Bad News Bears",3
"Alan Smith","Anger Management",3
"Alan Smith","Days of Thunder",2
"Alan Smith","Bridget Jones: The Edge of Reason",3
"Alan Smith","Indiana Jones and the Last Crusade",3
"Alan Smith","Police Academy 7: Mission to Moscow",2
"Alan Smith","Kingpin",3
"Alan Smith","Ever After: A Cinderella Story",4
"Alan Smith","Meet the Parents",4
"Weston Smith","The Princess Bride",4
"Alan Smith","The Life Aquatic with Steve Zissou",4
"Weston Smith","Beverly Hills Cop II",3
"Alan Smith","Me",3
"Alan Smith","Legally Blonde",4
"Alan Smith","Hitch",4
"Weston Smith","The Ben Stiller Show",3
"Alan Smith","Run Lola Run",3
"Alan Smith","Tootsie",4
"Alan Smith","Clueless",5
"Weston Smith","Die Another Day",5
"Weston Smith","The Red Violin",3
"Alan Smith","Bachelor Party",4
"Alan Smith","Reservoir Dogs",4
"Alan Smith","Sixteen Candles",4
"Alan Smith","Ghostbusters",4
"Alan Smith","The Whole Ten Yards",4
"Weston Smith","Top Gun",4
"Alan Smith","Harry Potter and the Sorcerer's Stone",5
"Alan Smith","A River Runs Through It",5
"Ivan Smith","A Nightmare on Elm Street 4: The Dream Master",1
"Ivan Smith","Saving Silverman",3
"Ivan Smith","Casper",3
"Ivan Smith","MASH: Season 4",5
"Weston Smith","Minority Report",2
"Weston Smith","Girl with a Pearl Earring",3
"Alan Smith","Beverly Hills Cop III",4
"Weston Smith","Catch Me If You Can",3
"Alan Smith","Eternal Sunshine of the Spotless Mind",4
"Richard Smith","Funny Girl",4
"Alan Smith","Friends: Season 2",5
"Weston Smith","Ray",4
"Richard Smith","Mommie Dearest",5
"Weston Smith","The Butterfly Effect: Director's Cut",4
"Alan Smith","50 First Dates",4
"Weston Smith","The Mummy",4
"Weston Smith","The Animatrix",3
"Weston Smith","Die Hard",4
"Ivan Smith","The Day After Tomorrow",5
"Ivan Smith","Dazed and Confused",3
"Ivan Smith","A Little Princess",1
"Gage Smith","Typhoid Mary: The Most Dangerous Woman in America: Nova",3
"Gage Smith","Raiders of the Lost Ark",4
"Gage Smith","Indecent Proposal",4
"Gage Smith","Six Feet Under: Season 2",5
"Gage Smith","De-Lovely",3
"Gage Smith","Broken Arrow",3
"Gage Smith","Father of the Bride 2",3
"Gage Smith","American Pie 2",4
"Gage Smith","Consenting Adults",3
"Gage Smith","Weird Science",4
"Gage Smith","Groundhog Day",5
"Gage Smith","Vanity Fair",4
"Gage Smith","The Legend of Bagger Vance",4
"Gage Smith","The Girl Next Door",3
"Gage Smith","Disclosure",4
"Gage Smith","Ocean's Twelve",3
"Gage Smith","Runaway Bride",3
"Gage Smith","A Clockwork Orange",3
"Gage Smith","Searching for Bobby Fischer",4
"Gage Smith","Uptown Girls",4
"Gage Smith","Cold Mountain",5
"Gage Smith","The School of Rock",4
"Gage Smith","Chappelle's Show: Season 2",5
"Gage Smith","Windtalkers",4
"Gage Smith","Superman: The Movie",4
"Gage Smith","Gangs of New York",3
"Gage Smith","Coach Carter",4
"Gage Smith","Taxi Driver",4
"Gage Smith","Back to the Future",4
"Gage Smith","The Distinguished Gentleman",3
"Gage Smith","Cellular",3
"Gage Smith","Ace Ventura: Pet Detective",3
"Gage Smith","Fahrenheit 9/11",2
"Gage Smith","Radio",4
"Gage Smith","Pulp Fiction",5
"Gage Smith","Meet the Fockers",4
"Gage Smith","Monsters",5
"Gage Smith","Secondhand Lions",5
"Gage Smith","Diary of a Mad Black Woman",2
"Gage Smith","Passenger 57",3
"Gage Smith","Maid in Manhattan",2
"Gage Smith","2001: A Space Odyssey",3
"Gage Smith","Jaws 2",3
"Gage Smith","21 Grams",2
"Gage Smith","Master and Commander: The Far Side of the World",3
"Gage Smith","Far and Away",4
"Gage Smith","The Princess Diaries (Widescreen)",3
"Gage Smith","The Rainmaker",4
"Gage Smith","Frequency",4
"Gage Smith","Forrest Gump",5
"Gage Smith","American Pie",4
"Gage Smith","Airplane!",4
"Gage Smith","Harry Potter and the Chamber of Secrets",5
"Gage Smith","A League of Their Own",4
"Gage Smith","Lord of the Rings: The Two Towers",4
"Gage Smith","Bubba Ho-Tep",3
"Gage Smith","Swordfish",4
"Gage Smith","The Sandlot",4
"Gage Smith","Indiana Jones and the Temple of Doom",4
"Gage Smith","Nell",2
"Gage Smith","A Beautiful Mind",4
"Gage Smith","James and the Giant Peach",4
"Gage Smith","Rambo: First Blood Part II",3
"Gage Smith","Three Men and a Baby",3
"Gage Smith","The Man Show: Season 2",4
"Gage Smith","Boiler Room",3
"Gage Smith","National Lampoon's Vacation",5
"Gage Smith","The Shining",4
"Gage Smith","Adaptation",4
"Gage Smith","Batman & Robin",3
"Gage Smith","48 Hrs.",4
"Gage Smith","Spider-Man 2",5
"Gage Smith","Big Fish",4
"Gage Smith","Man on Fire",4
"Gage Smith","40 Days and 40 Nights",4
"Gage Smith","Mr. Holland's Opus",3
"Gage Smith","The Rock",3
"Gage Smith","A.I. Artificial Intelligence",4
"Gage Smith","Behind Enemy Lines",4
"Gage Smith","Better Off Dead",4
"Gage Smith","Mystic River",4
"Gage Smith","Valley Girl: Special Edition",4
"Gage Smith","Hidalgo",3
"Gage Smith","X-Men",4
"Gage Smith","Kinsey",4
"Gage Smith","Moulin Rouge",5
"Gage Smith","24: Season 3",4
"Gage Smith","Men in Black",4
"Gage Smith","Strange Brew",4
"Gage Smith","The Aviator",4
"Gage Smith","Two Weeks Notice",3
"Gage Smith","S.W.A.T.",4
"Gage Smith","Wall Street",4
"Gage Smith","Sex and the City: Season 1",5
"Gage Smith","Mr. Mom",4
"Gage Smith","The Professional",3
"Gage Smith","Home on the Range",4
"Gage Smith","National Lampoon's European Vacation",3
"Gage Smith","Blazing Saddles",3
"Gage Smith","Chicago",4
"Gage Smith","Kramer vs. Kramer",3
"Gage Smith","Terms of Endearment",5
"Gage Smith","Swingers",5
"Gage Smith","The General's Daughter",3
"Gage Smith","Jersey Girl",3
"Gage Smith","Ella Enchanted",4
"Gage Smith","Rocky IV",4
"Gage Smith","Envy",4
"Gage Smith","Bull Durham",4
"Alan Smith","Nothing to Lose",4
"Gage Smith","The Client",4
"Gage Smith","Fast Times at Ridgemont High",4
"Gage Smith","Air Force One",3
"Gage Smith","Paparazzi",3
"Gage Smith","Basic Instinct",4
"Gage Smith","Jerry Maguire",4
"Gage Smith","Ellen DeGeneres: The Beginning",5
"Gage Smith","Cast Away",5
"Gage Smith","The Crow",3
"Gage Smith","Hook",4
"Gage Smith","Company Business",3
"Gage Smith","Enemy of the State",4
"Gage Smith","Batman Forever",4
"Gage Smith","Sky Captain and the World of Tomorrow",3
"Gage Smith","Lord of the Rings: The Return of the King",5
"Gage Smith","I Heart Huckabees",1
"Gage Smith","The Recruit",4
"Gage Smith","The Thomas Crown Affair",4
"Gage Smith","The Sopranos: Season 2",4
"Gage Smith","Jurassic Park",4
"Gage Smith","The Game",4
"Gage Smith","Monty Python and the Holy Grail",3
"Gage Smith","Raising Arizona",5
"Gage Smith","French Kiss",3
"Gage Smith","Uncle Buck",3
"Gage Smith","Tin Cup",4
"Gage Smith","12 Monkeys",4
"Gage Smith","Any Given Sunday",4
"Gage Smith","The Office: Series 2",5
"Gage Smith","The Shawshank Redemption: Special Edition",5
"Gage Smith","You've Got Mail",4
"Gage Smith","South Park: Bigger",2
"Gage Smith","Sabrina",3
"Gage Smith","Analyze That",3
"Gage Smith","The Truman Show",4
"Gage Smith","Shrek (Full-screen)",4
"Gage Smith","The Stepford Wives",3
"Gage Smith","Field of Dreams",4
"Gage Smith","Batman",4
"Gage Smith","The Matrix",5
"Gage Smith","White Oleander",3
"Gage Smith","Tomb Raider",3
"Gage Smith","Glengarry Glen Ross",3
"Gage Smith","School Ties",4
"Gage Smith","Team America: World Police",3
"Gage Smith","Looney Tunes: Back in Action",2
"Gage Smith","City of Angels",4
"Gage Smith","Dogville",2
"Gage Smith","Without a Paddle",3
"Gage Smith","Pretty in Pink",4
"Gage Smith","Three Amigos",3
"Gage Smith","Monster",3
"Ivan Smith","The Trouble With Harry",5
"Gage Smith","City Slickers",4
"Gage Smith","White Chicks",3
"Gage Smith","Sex and the City: Season 2",5
"Gage Smith","Jumanji",3
"Gage Smith","National Lampoon's Van Wilder",4
